State Code,Dist.Code,State,Area Name,No_HH,F_SC,M_ST,F_ST,M_LIT,M_ILL,MAINWORK_M,MAIN_CL_M,MAIN_AL_M,MAIN_HH_M,MARGWORK_M,MARG_HH_F,MARG_OT_F,MARGWORK_3_6_M,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_F,MARG_CL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_M,MARG_HH_0_3_F
11,242,Sikkim,West District,3312.0,264.0,2570.0,3810.0,4493.0,1244.0,2268.0,1248.0,191.0,47.0,741.0,61.0,353.0,2728.0,499.0,1069.0,194.0,506.0,10.0,47.0,256.0,242.0,278.0,38.0,49.0
11,243,Sikkim,South District,3808.0,439.0,1878.0,2884.0,4979.0,1268.0,2370.0,1037.0,65.0,25.0,832.0,45.0,487.0,3045.0,571.0,1169.0,303.0,640.0,9.0,25.0,371.0,261.0,294.0,47.0,69.0
11,244,Sikkim,East District,8459.0,1274.0,4360.0,7312.0,10379.0,2427.0,5156.0,1016.0,216.0,70.0,1289.0,71.0,935.0,6361.0,991.0,1853.0,240.0,580.0,25.0,44.0,779.0,298.0,186.0,62.0,127.0
12,245,Arunachal Pradesh,Tawang,2255.0,0.0,2221.0,4658.0,1399.0,1125.0,905.0,210.0,50.0,4.0,243.0,2.0,129.0,1376.0,218.0,529.0,109.0,263.0,3.0,2.0,115.0,25.0,35.0,2.0,15.0
12,246,Arunachal Pradesh,West Kameng,2406.0,0.0,1865.0,3600.0,1915.0,1019.0,904.0,326.0,22.0,14.0,255.0,57.0,205.0,1775.0,190.0,445.0,62.0,203.0,9.0,48.0,157.0,65.0,59.0,8.0,5.0
12,247,Arunachal Pradesh,East Kameng,1855.0,0.0,2812.0,4736.0,1970.0,1021.0,600.0,413.0,12.0,7.0,157.0,7.0,79.0,2234.0,122.0,318.0,70.0,167.0,0.0,7.0,71.0,35.0,23.0,8.0,5.0
12,248,Arunachal Pradesh,Papum Pare,5184.0,0.0,5309.0,10023.0,5360.0,1654.0,1332.0,272.0,23.0,15.0,616.0,69.0,946.0,5066.0,518.0,1224.0,100.0,201.0,26.0,59.0,852.0,98.0,53.0,10.0,17.0
12,249,Arunachal Pradesh,Upper Subansiri,2115.0,0.0,3424.0,5532.0,2444.0,1084.0,567.0,372.0,13.0,5.0,256.0,12.0,153.0,2705.0,212.0,555.0,76.0,308.0,3.0,10.0,140.0,44.0,61.0,6.0,11.0
12,250,Arunachal Pradesh,West Siang,2675.0,0.0,3381.0,6066.0,2595.0,1272.0,940.0,534.0,9.0,8.0,276.0,8.0,193.0,2651.0,190.0,316.0,84.0,110.0,1.0,6.0,147.0,86.0,49.0,3.0,8.0
12,251,Arunachal Pradesh,East Siang,2608.0,0.0,3178.0,5534.0,2928.0,1126.0,1065.0,525.0,58.0,10.0,305.0,23.0,232.0,2684.0,248.0,493.0,90.0,213.0,5.0,15.0,208.0,57.0,65.0,7.0,14.0
12,252,Arunachal Pradesh,Upper Siang,929.0,0.0,1027.0,1865.0,705.0,482.0,335.0,223.0,13.0,3.0,125.0,16.0,45.0,727.0,81.0,149.0,47.0,85.0,2.0,14.0,37.0,44.0,42.0,0.0,1.0
12,253,Arunachal Pradesh,Changlang,2999.0,0.0,1976.0,3485.0,2773.0,1642.0,1287.0,778.0,60.0,3.0,272.0,16.0,145.0,2856.0,220.0,519.0,122.0,299.0,5.0,12.0,138.0,52.0,158.0,10.0,65.0
12,254,Arunachal Pradesh,Tirap,2199.0,0.0,2579.0,4632.0,1609.0,1298.0,688.0,420.0,12.0,10.0,166.0,19.0,65.0,2053.0,120.0,258.0,69.0,159.0,1.0,7.0,56.0,46.0,14.0,9.0,8.0
12,255,Arunachal Pradesh,Lower Subansiri,2436.0,0.0,3830.0,6222.0,3189.0,881.0,752.0,240.0,30.0,7.0,255.0,23.0,189.0,3063.0,200.0,706.0,67.0,377.0,5.0,21.0,173.0,55.0,119.0,7.0,22.0
12,256,Arunachal Pradesh,Kurung Kumey,1622.0,0.0,3199.0,4834.0,1693.0,1529.0,399.0,247.0,29.0,6.0,374.0,21.0,118.0,2449.0,299.0,704.0,140.0,463.0,9.0,17.0,88.0,75.0,106.0,14.0,22.0
12,257,Arunachal Pradesh,Dibang Valley,350.0,0.0,327.0,624.0,286.0,105.0,65.0,17.0,0.0,0.0,35.0,7.0,40.0,291.0,31.0,85.0,15.0,57.0,0.0,7.0,20.0,4.0,11.0,0.0,1.0
12,258,Arunachal Pradesh,Lower Dibang Valley,1403.0,0.0,1050.0,2099.0,1253.0,538.0,493.0,199.0,75.0,4.0,94.0,4.0,75.0,1204.0,84.0,143.0,31.0,59.0,0.0,2.0,60.0,10.0,9.0,3.0,11.0
12,259,Arunachal Pradesh,Lohit,3295.0,0.0,1890.0,3430.0,3355.0,1479.0,1528.0,729.0,102.0,5.0,295.0,28.0,139.0,3011.0,239.0,474.0,94.0,217.0,9.0,17.0,116.0,56.0,53.0,5.0,15.0
12,260,Arunachal Pradesh,Anjaw,783.0,0.0,785.0,1578.0,491.0,362.0,219.0,163.0,2.0,4.0,38.0,0.0,19.0,596.0,27.0,110.0,17.0,70.0,0.0,0.0,14.0,11.0,31.0,0.0,3.0
13,261,Nagaland,Mon,3477.0,0.0,6814.0,9182.0,3924.0,3200.0,2186.0,1742.0,106.0,10.0,1368.0,63.0,292.0,3570.0,806.0,984.0,486.0,581.0,14.0,43.0,225.0,562.0,437.0,114.0,112.0
13,262,Nagaland,Mokokchung,6578.0,0.0,8067.0,13884.0,7143.0,1287.0,3118.0,1626.0,282.0,78.0,1046.0,161.0,431.0,4266.0,725.0,975.0,170.0,327.0,38.0,107.0,345.0,321.0,166.0,72.0,58.0
13,263,Nagaland,Zunheboto,3950.0,0.0,4664.0,8610.0,3771.0,947.0,1345.0,860.0,88.0,21.0,1316.0,116.0,293.0,2057.0,538.0,1082.0,220.0,513.0,18.0,79.0,201.0,778.0,420.0,336.0,318.0
13,264,Nagaland,Wokha,4082.0,0.0,5994.0,10053.0,5235.0,905.0,2039.0,1382.0,59.0,24.0,712.0,81.0,261.0,3389.0,457.0,784.0,128.0,296.0,35.0,66.0,221.0,255.0,111.0,133.0,129.0
13,265,Nagaland,Dimapur ,10599.0,0.0,9761.0,17949.0,11814.0,3108.0,4107.0,510.0,127.0,53.0,1150.0,320.0,1611.0,9665.0,876.0,2065.0,94.0,270.0,44.0,247.0,1325.0,274.0,54.0,52.0,76.0
13,266,Nagaland,Phek,5995.0,0.0,6292.0,12375.0,4715.0,1694.0,1499.0,998.0,63.0,23.0,847.0,101.0,258.0,4063.0,433.0,983.0,211.0,627.0,6.0,69.0,196.0,414.0,395.0,43.0,42.0
13,267,Nagaland,Tuensang,3932.0,0.0,6088.0,9462.0,4205.0,1986.0,1403.0,1055.0,45.0,15.0,999.0,47.0,187.0,3789.0,560.0,748.0,373.0,510.0,30.0,43.0,121.0,439.0,298.0,73.0,66.0
13,268,Nagaland,Longleng,1625.0,0.0,1598.0,3009.0,1040.0,598.0,355.0,307.0,9.0,3.0,463.0,39.0,123.0,820.0,177.0,294.0,92.0,173.0,7.0,25.0,69.0,286.0,174.0,48.0,39.0
13,269,Nagaland,Kiphire,1587.0,0.0,2016.0,3441.0,1339.0,715.0,346.0,244.0,20.0,3.0,154.0,17.0,100.0,1554.0,105.0,227.0,39.0,115.0,3.0,9.0,78.0,49.0,66.0,10.0,16.0
13,270,Nagaland,Kohima,9225.0,0.0,11363.0,20623.0,10069.0,2273.0,3295.0,1258.0,54.0,40.0,920.0,86.0,594.0,8127.0,593.0,1012.0,217.0,431.0,34.0,43.0,468.0,327.0,227.0,42.0,40.0
13,271,Nagaland,Peren,2373.0,0.0,3215.0,5235.0,2576.0,962.0,1000.0,718.0,41.0,6.0,1221.0,166.0,456.0,1317.0,502.0,943.0,265.0,550.0,25.0,76.0,233.0,719.0,437.0,64.0,58.0
14,272,Manipur,Senapati,9477.0,43.0,16375.0,24214.0,12304.0,6521.0,6467.0,4912.0,207.0,77.0,2061.0,212.0,776.0,10297.0,1645.0,2427.0,718.0,1148.0,73.0,154.0,667.0,416.0,368.0,53.0,80.0
14,273,Manipur,Tamenglong ,2771.0,0.0,5405.0,7686.0,3691.0,1872.0,1923.0,1488.0,54.0,32.0,608.0,53.0,416.0,3032.0,518.0,787.0,159.0,324.0,14.0,37.0,370.0,90.0,78.0,11.0,13.0
14,274,Manipur,Churachandpur,7288.0,34.0,12826.0,19897.0,10463.0,3078.0,4297.0,2250.0,178.0,110.0,1357.0,281.0,1227.0,7887.0,1160.0,2364.0,332.0,652.0,42.0,218.0,1082.0,197.0,159.0,25.0,66.0
14,275,Manipur,Bishnupur,6864.0,1517.0,171.0,314.0,9636.0,3048.0,5010.0,2022.0,321.0,129.0,1126.0,771.0,896.0,6548.0,862.0,2674.0,212.0,554.0,72.0,607.0,714.0,264.0,137.0,84.0,234.0
14,276,Manipur,Thoubal,12639.0,3701.0,101.0,171.0,16185.0,5623.0,7974.0,3097.0,598.0,279.0,2259.0,1562.0,1116.0,11575.0,1762.0,4946.0,566.0,1254.0,153.0,1264.0,852.0,497.0,346.0,226.0,685.0
14,277,Manipur,Imphal West,20223.0,1778.0,1569.0,2598.0,27164.0,6035.0,12465.0,2142.0,362.0,457.0,2705.0,1413.0,2994.0,18029.0,2217.0,4761.0,311.0,443.0,171.0,1082.0,2571.0,488.0,163.0,109.0,265.0
14,278,Manipur,Imphal East,15638.0,1449.0,1853.0,3057.0,21561.0,6165.0,10950.0,2094.0,601.0,325.0,2443.0,1595.0,2212.0,14333.0,2030.0,4649.0,318.0,577.0,115.0,1211.0,1811.0,413.0,152.0,97.0,313.0
14,279,Manipur,Ukhrul,4799.0,12.0,6644.0,10900.0,5463.0,1433.0,1801.0,1194.0,45.0,28.0,886.0,87.0,458.0,4209.0,606.0,1138.0,281.0,567.0,36.0,67.0,379.0,280.0,188.0,45.0,69.0
14,280,Manipur,Chandel,3621.0,19.0,4705.0,8286.0,3793.0,1489.0,1503.0,768.0,88.0,31.0,734.0,171.0,304.0,3045.0,529.0,1215.0,266.0,582.0,28.0,122.0,240.0,205.0,156.0,69.0,154.0
15,281,Mizoram,Mamit,2180.0,0.0,3464.0,5247.0,2800.0,755.0,1624.0,1140.0,136.0,14.0,102.0,3.0,85.0,1829.0,86.0,205.0,37.0,87.0,2.0,2.0,77.0,16.0,25.0,3.0,15.0
15,282,Mizoram,Kolasib,2884.0,3.0,4362.0,6863.0,3824.0,875.0,1870.0,1023.0,236.0,29.0,374.0,29.0,178.0,2455.0,290.0,662.0,85.0,241.0,10.0,22.0,156.0,84.0,50.0,52.0,78.0
15,283,Mizoram,Aizawl,16562.0,16.0,18704.375,30556.375,22362.0,4154.0,10156.0,2173.0,733.0,112.0,1688.0,121.0,1895.0,14672.0,1288.0,2226.0,62.0,271.0,35.0,103.0,1580.0,400.0,78.0,50.0,111.0
15,284,Mizoram,Champhai,4550.0,0.0,7262.0,11244.0,5863.0,1494.0,3285.0,2244.0,278.0,29.0,290.0,32.0,249.0,3782.0,194.0,608.0,54.0,192.0,9.0,25.0,174.0,96.0,82.0,47.0,62.0
15,285,Mizoram,Serchhip,2272.0,0.0,3903.0,5926.0,3251.0,711.0,1874.0,1321.0,100.0,37.0,125.0,26.0,118.0,1963.0,91.0,228.0,35.0,94.0,8.0,17.0,83.0,34.0,48.0,6.0,10.0
15,286,Mizoram,Lunglei,4971.0,1.0,7646.0,12131.0,6355.0,1525.0,3142.0,1635.0,488.0,24.0,626.0,21.0,103.0,4112.0,357.0,895.0,118.0,506.0,2.0,17.0,76.0,269.0,330.0,51.0,79.0
15,287,Mizoram,Lawngtlai,2052.0,0.0,3082.0,4990.0,2201.0,978.0,922.0,523.0,86.0,10.0,223.0,4.0,121.0,2034.0,151.0,251.0,54.0,82.0,8.0,4.0,86.0,72.0,19.0,24.0,21.0
15,288,Mizoram,Saiha,1598.0,0.0,2365.0,3939.0,1856.0,530.0,453.0,189.0,3.0,11.0,199.0,16.0,156.0,1734.0,151.0,313.0,48.0,148.0,7.0,11.0,126.0,48.0,58.0,6.0,15.0
16,289,Tripura,West Tripura ,59889.0,25683.0,15393.0,26187.0,66893.0,13913.0,34847.0,3952.0,5058.0,702.0,8165.0,1370.0,6908.0,37794.0,6587.0,10414.0,542.0,906.0,260.0,995.0,4474.0,1578.0,243.0,498.0,1144.0
16,290,Tripura,South Tripura ,27704.0,9681.0,10615.0,18276.0,26961.0,6456.0,13051.0,2383.0,3029.0,170.0,4208.0,310.0,4368.0,16158.0,3272.0,5448.0,273.0,495.0,70.0,193.0,2293.0,936.0,157.0,266.0,609.0
16,291,Tripura,Dhalai,10248.0,4110.0,5969.0,9830.0,10510.0,2665.0,4558.0,1025.0,915.0,45.0,1451.0,138.0,1288.0,7166.0,1202.0,2460.0,171.0,367.0,18.0,96.0,929.0,249.0,127.0,100.0,282.0
16,292,Tripura,North Tripura,22806.0,8998.0,5967.0,9257.0,26526.0,6533.0,13310.0,2168.0,1766.0,209.0,3640.0,444.0,3294.0,16109.0,3016.0,3922.0,236.0,300.0,72.0,324.0,2395.0,624.0,71.0,122.0,256.0
17,293,Meghalaya,West Garo Hills,18391.0,767.0,18704.375,30556.375,20843.0,10079.0,9064.0,3272.0,1167.0,167.0,3587.0,357.0,1911.0,18271.0,2839.0,4779.0,728.0,1292.0,105.0,246.0,1574.0,748.0,247.0,245.0,552.0
17,294,Meghalaya,East Garo Hills,6040.0,32.0,10471.0,15590.0,7573.0,3395.0,2297.0,1238.0,249.0,34.0,1340.0,95.0,509.0,7331.0,976.0,1752.0,386.0,767.0,33.0,60.0,412.0,364.0,269.0,97.0,164.0
17,295,Meghalaya,South Garo Hills,2601.0,7.0,4929.0,6909.0,3508.0,1718.0,1342.0,595.0,108.0,25.0,543.0,32.0,240.0,3341.0,431.0,630.0,163.0,270.0,12.0,22.0,206.0,112.0,75.0,17.0,30.0
17,296,Meghalaya,West Khasi Hills,13340.0,22.0,18704.375,30556.375,18524.0,10858.0,9481.0,5109.0,1879.0,112.0,3344.0,128.0,1154.0,16557.0,2641.0,4047.0,595.0,1221.0,32.0,93.0,904.0,703.0,370.0,236.0,440.0
17,297,Meghalaya,Ribhoi,8267.0,37.0,15659.0,21085.0,11064.0,6306.0,6561.0,3201.0,1391.0,76.0,1275.0,50.0,536.0,9534.0,918.0,1207.0,136.0,315.0,21.0,35.0,384.0,357.0,101.0,140.0,150.0
17,298,Meghalaya,East Khasi Hills,52854.0,481.0,18704.375,30556.375,73126.0,33387.0,43140.0,10995.0,7136.0,321.0,5969.0,115.0,3833.0,57404.0,4703.0,6070.0,512.0,1072.0,83.0,84.0,2955.0,1266.0,417.0,331.0,473.0
17,299,Meghalaya,Jaintia Hills,25352.0,112.0,18704.375,30556.375,29074.0,38581.0,20352.0,7425.0,3896.0,154.0,8492.0,158.0,4500.0,38811.0,6854.0,8000.0,1074.0,1223.0,60.0,118.0,3647.0,1638.0,199.0,616.0,897.0
18,300,Assam,Kokrajhar,22717.0,2131.0,11386.0,17408.0,24820.0,11608.0,12978.0,4959.0,1560.0,286.0,4438.0,406.0,2129.0,19012.0,3754.0,5881.0,894.0,1601.0,112.0,344.0,1812.0,684.0,267.0,216.0,298.0
18,301,Assam,Dhubri,54211.0,6481.0,351.0,571.0,42030.0,29486.0,29218.0,6746.0,5809.0,819.0,7818.0,1199.0,5733.0,34480.0,6394.0,10058.0,694.0,831.0,289.0,885.0,4410.0,1424.0,275.0,590.0,1023.0
18,302,Assam,Goalpara,27462.0,4172.0,14012.0,20064.0,30611.0,16269.0,18742.0,6145.0,2426.0,443.0,5287.0,772.0,2951.0,22851.0,4512.0,7175.0,673.0,1005.0,163.0,622.0,2339.0,775.0,137.0,265.0,490.0
18,303,Assam,Barpeta,45254.0,7527.0,1444.0,2230.0,50329.0,28992.0,33919.0,11597.0,4343.0,1071.0,6577.0,1911.0,3909.0,38825.0,5557.0,8152.0,725.0,882.0,272.0,1501.0,3139.0,1020.0,334.0,396.0,832.0
18,304,Assam,Morigaon,21769.0,6814.0,5574.0,8445.0,24474.0,13067.0,15038.0,6816.0,2537.0,304.0,3967.0,809.0,1713.0,18536.0,3372.0,5527.0,822.0,1175.0,127.0,639.0,1503.0,595.0,197.0,248.0,413.0
18,305,Assam,Nagaon,72694.0,19738.0,5509.0,8353.0,89396.0,38296.0,53434.0,16202.25,7951.0,1235.0,14902.0,2114.0,6448.0,59356.0,12533.0,14306.0,2111.75,2775.0,456.0,1606.5,5228.0,2369.0,558.0,925.0,1057.0
18,306,Assam,Sonitpur,54232.0,7793.0,7374.0,11047.0,62633.0,30396.0,35400.0,11221.0,3272.0,904.0,11774.0,1033.0,6745.0,45855.0,9960.0,13221.0,1883.0,2583.0,303.0,788.0,5697.0,1814.0,607.0,563.0,1113.0
18,307,Assam,Lakhimpur,25141.0,5206.0,10460.0,13840.0,34746.0,12505.0,17959.0,8685.0,1071.0,233.0,6302.0,617.0,1573.0,22990.0,5423.0,8639.0,2111.75,4401.625,139.0,461.0,1351.0,879.0,1122.0,179.0,488.0
18,308,Assam,Dhemaji,14267.0,2346.0,13033.0,17618.0,20059.0,8842.0,9995.0,6863.0,284.0,148.0,4083.0,349.0,677.0,14823.0,3364.0,6290.0,2111.75,4401.625,78.0,260.0,570.0,719.0,1035.0,97.0,218.0
18,309,Assam,Tinsukia,35094.0,2866.0,3133.0,4475.0,44321.0,21269.0,24675.0,4955.0,1042.0,376.0,8140.0,555.0,4891.0,32775.0,6863.0,8290.0,1415.0,2054.0,208.0,418.0,4252.0,1277.0,547.0,268.0,385.0
18,310,Assam,Dibrugarh,36885.0,4257.0,4249.0,6503.0,48377.0,17372.0,23248.0,4411.0,1054.0,375.0,9939.0,666.0,5273.0,32562.0,8173.0,10185.0,1789.0,2723.0,232.0,460.0,4455.0,1766.0,646.0,352.0,569.0
18,311,Assam,Sivasagar,34958.0,3542.0,2029.0,2913.0,46996.0,13400.0,21713.0,4476.0,884.0,368.0,10092.0,811.0,3924.0,28591.0,8001.0,8334.0,2111.75,2666.0,259.0,565.0,3268.0,2091.0,1258.375,388.0,683.0
18,312,Assam,Jorhat,34362.0,6185.0,5563.0,7616.0,45720.0,11970.0,23364.0,5433.0,1193.0,786.0,8881.0,1652.0,4908.0,25445.0,7232.0,9836.0,1840.0,2287.0,418.0,1243.0,4106.0,1649.0,769.0,347.0,639.0
18,313,Assam,Golaghat,30856.0,4486.0,4672.0,6659.0,40744.0,12815.0,21319.0,7828.0,1432.0,474.0,7508.0,709.0,3351.0,24732.0,6111.0,8823.0,1779.0,2909.0,182.0,570.0,2825.0,1397.0,940.0,381.0,833.0
18,314,Assam,Karbi Anglong,17279.0,2353.0,15243.0,22646.0,21743.0,10065.0,10258.0,5334.0,1003.0,129.0,3729.0,270.0,1252.0,17821.0,2983.0,5502.0,1206.0,2316.0,69.0,226.0,978.0,746.0,522.0,246.0,507.0
18,315,Assam,Dima Hasao,5206.0,255.0,5922.0,9083.0,7015.0,2133.0,3226.0,1373.0,127.0,30.0,788.0,72.0,312.0,5134.0,650.0,1020.0,313.0,541.0,17.0,62.0,244.0,138.0,106.0,28.0,45.0
18,316,Assam,Cachar,55552.0,18116.0,944.0,1417.0,63444.0,18682.0,34234.0,5463.0,2521.0,658.0,8987.0,1772.0,6468.0,38905.0,7708.0,9153.0,838.0,673.0,305.0,1410.0,5328.0,1279.0,115.0,302.0,348.0
18,317,Assam,Karimganj,36334.0,10754.0,68.0,84.0,42808.0,14172.0,22754.0,4563.0,2708.0,347.0,7151.0,1211.0,4056.0,27075.0,5993.0,5919.0,600.0,518.0,237.0,922.0,3111.0,1158.0,107.0,352.0,298.0
18,318,Assam,Hailakandi,18753.0,5031.0,43.0,58.0,18424.0,6790.0,9224.0,2598.0,1034.0,118.0,2924.0,443.0,1926.0,13066.0,2390.0,2650.0,486.0,296.0,79.0,325.0,1489.0,534.0,93.0,159.0,104.0
18,319,Assam,Bongaigaon,22696.0,6343.0,1047.0,1763.0,26092.0,11143.0,15214.0,4163.0,1787.0,329.0,4193.0,579.0,1891.0,17828.0,3452.0,4619.0,508.0,749.0,132.0,454.0,1514.0,741.0,429.0,234.0,512.0
18,320,Assam,Chirang,12473.0,2269.0,6232.0,10085.0,12931.0,6511.0,6937.0,2522.0,719.0,161.0,2381.0,353.0,1442.0,10124.0,2011.0,3641.0,347.0,697.0,86.0,244.0,1178.0,370.0,85.0,102.0,262.0
18,321,Assam,Kamrup,42856.0,8502.0,8998.0,12856.0,59296.0,19112.0,32442.0,9054.0,3100.0,1646.0,10797.0,2148.625,5751.0,35169.0,8952.0,13584.0,1231.0,1602.0,603.0,1606.5,4684.0,1845.0,469.0,553.0,820.0
18,322,Assam,Kamrup Metropolitan,41555.0,9261.0,4386.0,6987.0,58360.0,11659.0,33362.0,1195.0,554.0,504.0,5713.0,562.0,5469.0,30944.0,5006.0,6196.0,230.0,219.0,161.0,425.0,4889.0,707.0,29.0,64.0,164.0
18,323,Assam,Nalbari,23153.0,4980.0,1249.0,1878.0,34249.0,9520.0,17892.0,3458.0,1564.0,574.0,5475.0,1333.0,2950.0,20402.0,4628.0,4584.0,452.0,290.0,261.0,967.0,2572.0,847.0,56.0,231.0,245.0
18,324,Assam,Baksa,24628.0,4654.0,13219.0,20340.0,29352.0,12266.0,15225.0,6224.0,2449.0,436.0,5873.0,1005.0,3400.0,20520.0,4898.0,7927.0,885.0,1127.0,201.0,752.0,2851.0,975.0,269.0,346.0,567.0
18,325,Assam,Darrang,21568.0,2629.0,335.0,569.0,20664.0,13385.0,13093.0,5046.0,2857.0,184.0,3633.0,549.0,1603.0,17323.0,3093.0,4585.0,569.0,883.0,100.0,467.0,1257.0,540.0,205.0,254.0,526.0
18,326,Assam,Udalguri,21419.0,2685.0,8496.0,13581.0,23660.0,12249.0,14042.0,4915.0,2132.0,323.0,4140.0,544.0,2462.0,17727.0,3591.0,6232.0,583.0,1036.0,98.0,457.0,2159.0,549.0,128.0,255.0,456.0
19,327,West Bengal,Darjiling ,65573.0,23156.0,18704.375,30556.375,88919.0,22759.0,41104.0,2912.0,1827.0,752.0,10978.0,528.0,7395.0,59596.0,8195.0,9299.0,967.0,1269.0,224.0,385.0,5703.0,2783.0,567.0,554.0,899.0
19,328,West Bengal,Jalpaiguri ,122656.0,64545.125,18704.375,30556.375,135208.0,48863.0,70615.0,7684.0,9896.0,1100.0,20094.375,1006.0,9393.625,91400.0,16859.5,19517.0,954.0,1133.0,361.0,723.0,7776.0,3550.75,413.0,1191.0,2258.0
19,329,West Bengal,Koch Bihar ,82770.0,64545.125,733.0,1215.0,74719.0,24967.0,46455.0,11707.0,13175.0,1170.0,8832.0,1097.0,3566.0,44399.0,7587.0,12715.0,1152.0,1717.0,288.0,905.0,2952.0,1245.0,461.0,604.0,1558.0
19,330,West Bengal,Uttar Dinajpur,69220.0,42144.0,7654.0,12174.0,63653.0,43593.0,44200.0,9110.0,15133.0,745.0,10073.0,1244.0,3755.0,52973.0,8540.0,12906.0,864.0,1068.0,184.0,1005.0,3063.0,1533.0,306.0,878.0,1959.0
19,331,West Bengal,Dakshin Dinajpur,52932.0,29142.0,14042.0,23101.0,50415.0,19055.0,31122.0,7786.0,9253.0,781.0,7129.0,1055.0,2837.0,31219.0,5989.0,10963.0,672.0,958.0,160.0,810.0,2355.0,1140.0,272.0,655.0,1816.0
19,332,West Bengal,Maldah ,101676.0,48021.0,15112.0,24610.0,87526.0,56360.0,55046.0,9060.0,16716.0,1721.0,19814.0,2148.625,7579.0,69026.0,16549.0,25490.0,1140.0,1594.0,603.0,1606.5,5902.0,3265.0,293.0,1400.25,3139.0
19,333,West Bengal,Murshidabad ,143004.0,59990.0,4918.0,7820.0,163026.75,60896.25,85617.0,15302.0,18562.75,2466.875,20094.375,2148.625,9393.625,118734.5,16859.5,28296.0,1421.0,986.0,603.0,1606.5,7776.0,3550.75,262.0,1400.25,1436.0
19,334,West Bengal,Birbhum,106180.0,64545.125,13359.0,22346.0,96890.0,42646.0,58737.0,9936.0,18562.75,1247.0,19636.0,2148.625,7402.0,61163.0,15735.0,18860.0,1514.0,773.0,384.0,1606.5,5532.0,3550.75,346.0,1400.25,3829.875
19,335,West Bengal,Barddhaman ,143004.0,64545.125,18704.375,30556.375,163026.75,60896.25,85617.0,16202.25,18562.75,2466.875,20094.375,2148.625,9393.625,118734.5,16859.5,31227.75,2111.75,1464.0,603.0,1606.5,7776.0,3550.75,336.0,1400.25,3829.875
19,336,West Bengal,Nadia ,143004.0,64545.125,7232.0,10997.0,160859.0,47914.0,85617.0,13014.0,18562.75,2466.875,12706.0,2148.625,8419.0,87826.0,10963.0,13244.0,558.0,486.0,603.0,1606.5,6928.0,1743.0,93.0,621.0,717.0
19,337,West Bengal,North Twenty Four Parganas,143004.0,64545.125,13194.0,20204.0,163026.75,60896.25,85617.0,8795.0,18562.75,2466.875,20094.375,2148.625,9393.625,118734.5,16859.5,22378.0,611.0,619.0,603.0,1606.5,7776.0,3550.75,479.0,1400.25,2304.0
19,338,West Bengal,Hugli ,143004.0,64545.125,12648.0,22442.0,163026.75,50995.0,85617.0,10936.0,18562.75,2466.875,20094.375,2148.625,9393.625,101295.0,16859.5,26373.0,1111.0,1044.0,603.0,1606.5,7776.0,3550.75,261.0,1400.25,3739.0
19,339,West Bengal,Bankura ,95473.0,64545.125,18704.375,30141.0,102262.0,39150.0,55132.0,11517.0,14330.0,1556.0,20094.375,2148.625,6949.0,63149.0,16859.5,24908.0,2111.75,1682.0,478.0,1606.5,5048.0,3550.75,789.0,1400.25,3829.875
19,340,West Bengal,Puruliya,71914.0,35665.0,18704.375,30556.375,87734.0,40405.0,38623.0,9191.0,6482.0,1544.0,20094.375,2148.625,7427.0,62277.0,16859.5,29813.0,2111.75,3422.0,603.0,1606.5,5399.0,3550.75,1258.375,1400.25,3829.875
19,341,West Bengal,Haora ,141723.0,47935.0,775.0,1289.0,163026.75,51800.0,85617.0,3420.0,6899.0,2466.875,19779.0,2148.625,9393.625,93454.0,16545.0,18057.0,489.0,629.0,603.0,1606.5,7776.0,3234.0,110.0,750.0,729.0
19,342,West Bengal,Kolkata,143004.0,23964.0,633.0,971.0,163026.75,57239.0,85617.0,634.0,837.0,2466.875,17239.0,1980.0,9393.625,118734.5,15433.0,21201.0,471.0,955.0,603.0,1566.0,7776.0,1806.0,6.0,49.0,40.0
19,343,West Bengal,South Twenty Four Parganas,143004.0,64545.125,3979.0,6148.0,163026.75,60896.25,85617.0,9322.0,18158.0,2466.875,20094.375,2148.625,9393.625,118734.5,16859.5,31227.75,2111.75,2679.0,603.0,1606.5,7776.0,3550.75,1064.0,1400.25,3829.875
19,344,West Bengal,Paschim Medinipur,143004.0,64545.125,18704.375,30556.375,163026.75,56080.0,82847.0,16202.25,18562.75,2466.875,20094.375,2148.625,9393.625,101311.0,16859.5,31227.75,2111.75,3944.0,603.0,1606.5,7776.0,3550.75,1258.375,1400.25,3829.875
19,345,West Bengal,Purba Medinipur,99025.0,31922.0,1134.0,1925.0,119094.0,29592.0,52977.0,8043.0,11311.0,1925.0,20094.375,2148.625,8391.0,66655.0,16859.5,20514.0,2078.0,2104.0,603.0,1606.5,5848.0,3550.75,1109.0,1400.25,3829.875
20,346,Jharkhand,Garhwa ,19489.0,12022.0,6590.0,9756.0,20741.0,13534.0,4636.0,935.0,1351.0,108.0,9345.0,368.0,1495.0,20294.0,6911.0,11943.0,886.0,2074.0,131.0,226.0,1020.0,2434.0,1027.0,1400.25,3378.0
